ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
165,analista2,93083650322,2022-10-09,CASO-00165,Minus enim at.,Finalizado,Media,Dispositivo Nuevo,Banca Web,606340,Soluta magnam ad adipisci.
166,analista1,36943878808,2022-10-26,CASO-00166,Accusamus quisquam quis minus ullam corrupti.,En revisión,Media,Acceso Ilegítimo,Correo Electrónico,624744,Nesciunt cumque enim et.
167,analista2,80476509636,2022-10-07,CASO-00167,Similique minima debitis eligendi quae quod excepturi.,En revisión,Media,Transaccional,App Móvil,188329,Perspiciatis non rerum culpa.
168,analista2,6621247974,2022-10-09,CASO-00168,Rem saepe reiciendis pariatur eum veniam.,Pendiente,Media,Ingeniería Social,Correo Electrónico,1048790,Fuga non sed laborum.
169,analista3,57299975312,2022-10-06,CASO-00169,Consequuntur temporibus earum aliquid.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,609700,Quis eaque a nihil.
170,analista3,16146506965,2022-10-02,CASO-00170,Saepe iste earum.,En revisión,Baja,Acceso Ilegítimo,App Móvil,1138335,Rem dolores a optio sint.
171,analista1,5317218538,2022-10-18,CASO-00171,Blanditiis nesciunt laudantium.,Pendiente,Alta,Ingeniería Social,App Móvil,829575,Deserunt non perferendis cum.
172,analista3,10997778150,2022-10-17,CASO-00172,Hic non architecto.,Pendiente,Alta,Transaccional,Correo Electrónico,957064,A rerum eos rem.
173,analista1,93018548839,2022-10-07,CASO-00173,Corrupti amet mollitia.,En revisión,Alta,Ingeniería Social,Correo Electrónico,478112,Nam perferendis aspernatur.
174,analista2,81329403592,2022-10-15,CASO-00174,Dolorum dolor enim.,En revisión,Media,Transaccional,Web Corporativa,840294,Ut quasi inventore.
175,analista2,69409769965,2022-10-09,CASO-00175,Natus iste debitis et explicabo.,En revisión,Alta,Ingeniería Social,Correo Electrónico,89729,Delectus ex praesentium ad.
176,analista3,70990354677,2022-10-13,CASO-00176,Vel facilis dolore.,Pendiente,Baja,Ingeniería Social,App Móvil,1178693,Ad molestias veritatis.
177,analista3,58296063914,2022-10-19,CASO-00177,Ad exercitationem molestiae.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,234117,Tempora nemo voluptas quod.
178,analista3,47212560543,2022-10-19,CASO-00178,Totam magni animi nihil.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,581044,Labore esse odit.
179,analista1,68089733903,2022-10-14,CASO-00179,Amet facilis minima earum aperiam autem.,Pendiente,Alta,Ingeniería Social,Web Corporativa,839087,Reprehenderit nulla debitis.
180,analista3,80024380802,2022-10-09,CASO-00180,Omnis sapiente assumenda dicta.,Pendiente,Baja,Ingeniería Social,Banca Web,220941,Tempora quisquam omnis odio.
181,analista2,2424333654,2022-10-01,CASO-00181,Non impedit ipsum impedit inventore deserunt.,En revisión,Media,Ingeniería Social,Correo Electrónico,952682,Quaerat iusto harum quia.
182,analista3,48565683633,2022-10-14,CASO-00182,Accusamus soluta fugit corrupti assumenda porro.,Finalizado,Baja,Ingeniería Social,App Móvil,190595,Voluptatem dolorum ex.
183,analista2,74625359823,2022-10-22,CASO-00183,Sunt esse rem qui eum repellat.,Finalizado,Media,Transaccional,App Móvil,385478,Optio atque saepe cum.
184,analista2,3506030045,2022-10-04,CASO-00184,Deserunt quos recusandae tenetur.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,872790,Deleniti aliquid ullam porro.
185,analista1,39290980915,2022-10-09,CASO-00185,In vero voluptatum.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,303002,Beatae sequi assumenda atque.
186,analista2,77215803311,2022-10-05,CASO-00186,Pariatur delectus eos.,En revisión,Baja,Transaccional,Web Corporativa,923036,Incidunt vel exercitationem.
187,analista2,67247361763,2022-10-23,CASO-00187,Eaque occaecati porro consequatur.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,248314,Ad vitae ut modi unde sint.
188,analista1,76526703249,2022-10-13,CASO-00188,Aliquid error alias saepe optio.,En revisión,Baja,Acceso Ilegítimo,App Móvil,939489,Enim vero vitae suscipit.
189,analista1,78784023832,2022-10-21,CASO-00189,Aperiam dignissimos aperiam.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,849679,Architecto sequi accusantium.
190,analista2,99430261045,2022-10-16,CASO-00190,Non porro dicta earum.,En revisión,Media,Transaccional,Banca Web,584525,Deserunt quam molestias sed.
191,analista2,85586856366,2022-10-13,CASO-00191,Architecto corporis rem.,Finalizado,Media,Transaccional,App Móvil,363353,Eum quod sed dolore.
192,analista2,95128883367,2022-10-06,CASO-00192,Eveniet sit dolor recusandae.,En revisión,Baja,Acceso Ilegítimo,App Móvil,1129568,Cum ut animi.
193,analista3,21432494345,2022-10-21,CASO-00193,Praesentium id illum laudantium.,Pendiente,Media,Dispositivo Nuevo,Web Corporativa,874550,Odio incidunt odit eos.
194,analista1,73705094926,2022-10-05,CASO-00194,Sapiente sit ab blanditiis totam repellat.,Finalizado,Baja,Ingeniería Social,App Móvil,536020,Blanditiis vel ipsam hic.
195,analista2,88033392850,2022-10-21,CASO-00195,Nemo facere similique.,Finalizado,Baja,Dispositivo Nuevo,Correo Electrónico,656906,Dolores harum doloremque.
196,analista2,58599896729,2022-10-28,CASO-00196,Harum vero pariatur nostrum repudiandae.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,540400,Doloremque enim quibusdam.
197,analista1,9111487298,2022-10-02,CASO-00197,Sapiente deleniti necessitatibus distinctio iste.,En revisión,Baja,Dispositivo Nuevo,Banca Web,1075842,Fugit reiciendis earum harum.
198,analista2,37419115,2022-10-20,CASO-00198,Quo maiores praesentium fugiat tempora quos.,Finalizado,Media,Acceso Ilegítimo,Banca Web,470392,Sed rem nulla.
199,analista2,42922373321,2022-10-04,CASO-00199,Quae amet hic ad.,En revisión,Media,Acceso Ilegítimo,App Móvil,700387,Enim quis fugit eius quaerat.
200,analista2,58747222684,2022-10-13,CASO-00200,Consequatur laudantium rem.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,968119,Eligendi minus ullam.
201,analista1,54979684585,2022-10-03,CASO-00201,Laborum est eveniet voluptatem doloribus.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,896622,Tempora nihil ratione iure.
202,analista2,35515740234,2022-10-10,CASO-00202,Quos aliquam illum in quam.,En revisión,Media,Transaccional,Web Corporativa,1130989,Velit ex quae voluptates hic.
203,analista3,85289666694,2022-10-13,CASO-00203,Minima facilis ratione ullam.,En revisión,Media,Ingeniería Social,App Móvil,729528,Ut odit provident laboriosam.
204,analista2,66829459013,2022-10-17,CASO-00204,Fuga odio iste ex.,En revisión,Media,Dispositivo Nuevo,Web Corporativa,238477,Vel labore natus hic.
205,analista1,32878276888,2022-10-25,CASO-00205,Velit architecto itaque at fugiat.,En revisión,Media,Transaccional,App Móvil,918348,Explicabo architecto aperiam.
206,analista2,15586114979,2022-10-04,CASO-00206,Fugiat facere nobis nesciunt.,En revisión,Alta,Acceso Ilegítimo,Web Corporativa,212747,Minima possimus velit.
207,analista2,94741919988,2022-10-10,CASO-00207,Nisi in pariatur.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,274602,Dolor voluptas vel.
208,analista2,76695209419,2022-10-14,CASO-00208,Sapiente doloribus sapiente.,Finalizado,Alta,Dispositivo Nuevo,Correo Electrónico,1047332,Dolor qui iure dicta.
209,analista3,22094489040,2022-10-22,CASO-00209,Provident sed sed iste.,Pendiente,Media,Transaccional,Banca Web,993861,Consectetur illo culpa amet.
210,analista3,40583328376,2022-10-27,CASO-00210,Alias illo autem nisi enim maiores.,Pendiente,Media,Ingeniería Social,Web Corporativa,647725,Facilis dolores ad adipisci.
211,analista3,85800016837,2022-10-13,CASO-00211,Harum veritatis laborum.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,833844,Deserunt officia adipisci.
212,analista1,35023288299,2022-10-13,CASO-00212,Quia molestiae praesentium.,Pendiente,Baja,Transaccional,Web Corporativa,1052048,At nulla dolorem laboriosam.
213,analista3,5232143348,2022-10-20,CASO-00213,Quaerat perspiciatis corrupti.,En revisión,Media,Acceso Ilegítimo,App Móvil,983320,Hic quam vero fuga nam.
214,analista2,61761058353,2022-10-09,CASO-00214,Doloribus inventore nisi deleniti minima quam.,En revisión,Media,Acceso Ilegítimo,Correo Electrónico,1063715,Eum architecto quidem enim.
215,analista3,32999177583,2022-10-02,CASO-00215,Ducimus voluptas culpa optio deleniti quod nulla.,En revisión,Alta,Transaccional,Banca Web,323788,Veniam sed laborum nihil.
216,analista3,11994397614,2022-11-12,CASO-00216,Aperiam vero nemo quam quam aspernatur.,Finalizado,Media,Dispositivo Nuevo,App Móvil,1056994,Nesciunt laudantium error.
217,analista1,94200172689,2022-11-24,CASO-00217,Nostrum ea harum ipsum.,En revisión,Baja,Ingeniería Social,Web Corporativa,88282,Culpa totam ex modi delectus.
218,analista3,65599305190,2022-11-11,CASO-00218,Praesentium necessitatibus id veritatis.,Pendiente,Alta,Ingeniería Social,App Móvil,353535,Nam non in accusamus.
219,analista1,80706754533,2022-11-26,CASO-00219,Recusandae adipisci deleniti accusamus quaerat molestiae.,Pendiente,Alta,Transaccional,Banca Web,658539,Soluta fuga quam quidem.
220,analista1,39689465536,2022-11-19,CASO-00220,Laudantium iusto excepturi reprehenderit.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,444861,Earum ex dicta modi.
221,analista1,65916872131,2022-11-10,CASO-00221,Nulla totam nam blanditiis hic.,En revisión,Alta,Transaccional,Banca Web,294733,Esse a ducimus recusandae.
222,analista2,84019363510,2022-11-09,CASO-00222,Atque voluptatum totam laboriosam itaque esse.,En revisión,Alta,Ingeniería Social,Correo Electrónico,250571,Non id consectetur.
223,analista2,86169699268,2022-11-02,CASO-00223,Commodi iusto corporis.,Pendiente,Alta,Transaccional,Web Corporativa,1069575,Modi ea quod ab.
224,analista1,67546427326,2022-11-15,CASO-00224,Adipisci totam est ducimus consequatur perspiciatis.,Pendiente,Media,Dispositivo Nuevo,Banca Web,1132379,Reprehenderit error animi.
225,analista1,11197523611,2022-11-23,CASO-00225,Libero deleniti pariatur sint.,Pendiente,Alta,Dispositivo Nuevo,Banca Web,296281,Harum autem accusamus.
226,analista3,96758235016,2022-11-14,CASO-00226,Eligendi corporis laudantium velit.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,947408,Temporibus veritatis ducimus.
227,analista2,70601080509,2022-11-04,CASO-00227,Molestias eveniet vero beatae ut itaque explicabo.,Pendiente,Media,Ingeniería Social,Banca Web,252346,Nisi autem non.
228,analista1,5530073298,2022-11-09,CASO-00228,Dolore voluptate aperiam minima perferendis.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,1141674,Amet iusto consequatur unde.
229,analista2,17148304047,2022-11-24,CASO-00229,Voluptas provident sint quam odio.,Pendiente,Baja,Ingeniería Social,Banca Web,956976,Minus enim veritatis sunt.
230,analista3,86241536648,2022-11-12,CASO-00230,Ab omnis quidem nesciunt eveniet asperiores.,Pendiente,Baja,Transaccional,Correo Electrónico,341950,Iste unde atque labore.
231,analista1,46872660709,2022-11-24,CASO-00231,Laudantium voluptatem totam ea provident velit.,En revisión,Media,Ingeniería Social,Web Corporativa,836173,Soluta tempore eaque in.
232,analista3,66001080925,2022-11-28,CASO-00232,Illum adipisci tempora.,Pendiente,Media,Ingeniería Social,Correo Electrónico,59838,Vero reiciendis incidunt.
233,analista1,39563780991,2022-11-11,CASO-00233,Deleniti voluptates culpa sequi qui pariatur.,En revisión,Baja,Ingeniería Social,Banca Web,973618,Neque repellat tempora dolor.
234,analista3,92493546187,2022-11-27,CASO-00234,Suscipit quam deserunt fugit explicabo.,En revisión,Media,Transaccional,Web Corporativa,606327,Quam commodi rem.
235,analista1,84185431844,2022-11-18,CASO-00235,Perspiciatis modi doloremque exercitationem quidem.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,359304,Officia quos qui.
236,analista1,39046771007,2022-11-07,CASO-00236,Accusamus consequatur laboriosam rerum.,En revisión,Media,Dispositivo Nuevo,Banca Web,601262,Corrupti ratione nobis.
237,analista3,32806876656,2022-11-08,CASO-00237,Modi atque praesentium vel voluptatem facere.,Pendiente,Media,Dispositivo Nuevo,Web Corporativa,495936,Ut deserunt unde quod nisi.
238,analista3,49588209712,2022-11-12,CASO-00238,Aliquam eum occaecati nihil error.,En revisión,Media,Ingeniería Social,Correo Electrónico,146157,Quos harum error quae.
239,analista3,88604268529,2022-11-15,CASO-00239,Aut consectetur magnam neque asperiores animi.,En revisión,Alta,Ingeniería Social,Banca Web,545410,Hic facere nemo earum harum.
240,analista1,14498773426,2022-11-11,CASO-00240,Reprehenderit sint porro laboriosam accusantium.,Pendiente,Baja,Dispositivo Nuevo,App Móvil,223917,Voluptatum molestias qui.
241,analista1,76053370413,2022-11-19,CASO-00241,Minus recusandae reprehenderit reprehenderit.,Pendiente,Baja,Transaccional,Web Corporativa,462141,Culpa quisquam dolore.
242,analista3,30179634473,2022-11-16,CASO-00242,Fugit nemo beatae sit ullam.,Finalizado,Baja,Dispositivo Nuevo,App Móvil,920306,Tempore provident quas fugit.
243,analista1,31843969781,2022-11-12,CASO-00243,Ipsum necessitatibus blanditiis hic veritatis eos.,Finalizado,Alta,Ingeniería Social,Banca Web,180644,Labore cupiditate neque.
244,analista3,90678424838,2022-11-16,CASO-00244,Dignissimos quibusdam odit nesciunt eligendi omnis.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,784050,Tempora mollitia dicta.
245,analista2,55647092750,2022-11-13,CASO-00245,At dolorem incidunt.,Finalizado,Alta,Transaccional,App Móvil,628739,Eius sit id.
246,analista2,50004033379,2022-11-26,CASO-00246,Ducimus nesciunt sequi illum.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,1173462,Expedita atque hic nostrum.
247,analista1,97403442853,2022-11-26,CASO-00247,Autem ab autem facilis aliquam maxime.,Pendiente,Media,Acceso Ilegítimo,Web Corporativa,169679,Quisquam ad repellendus.
248,analista3,29161428723,2022-11-19,CASO-00248,Placeat exercitationem iusto nam sunt.,En revisión,Media,Dispositivo Nuevo,Banca Web,118158,Minus illum tempore nihil.
249,analista1,91308254405,2022-11-19,CASO-00249,Dolorum voluptatum libero asperiores cum earum.,En revisión,Alta,Ingeniería Social,Banca Web,108938,Delectus saepe temporibus.
250,analista2,24099851011,2022-11-02,CASO-00250,Alias eius velit ex.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,265843,Saepe voluptatibus molestias.
251,analista3,14118784465,2022-11-14,CASO-00251,Saepe ipsam quam.,Pendiente,Alta,Transaccional,Correo Electrónico,1099892,Inventore voluptatem nulla.
252,analista2,46136494137,2022-11-18,CASO-00252,Dolores temporibus laboriosam totam fugit voluptas.,Finalizado,Alta,Ingeniería Social,Banca Web,457060,Voluptatum qui officiis quos.
253,analista2,80602176407,2022-11-09,CASO-00253,Quidem iure sit autem maxime hic.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,93066,Sint numquam alias saepe.
254,analista3,12444364945,2022-11-06,CASO-00254,Voluptatum numquam eligendi iusto nemo temporibus.,Finalizado,Media,Dispositivo Nuevo,Web Corporativa,808055,Dolores accusamus impedit.
255,analista3,2881768682,2022-11-05,CASO-00255,Impedit dignissimos nam quos atque.,Pendiente,Media,Ingeniería Social,Banca Web,827807,Natus dolor officiis itaque.
256,analista1,55466219224,2022-11-19,CASO-00256,Quo occaecati voluptatum voluptas eaque enim.,En revisión,Baja,Transaccional,Banca Web,272478,Libero quo ab labore.
257,analista3,2572389805,2022-11-10,CASO-00257,Omnis minima cupiditate earum.,Pendiente,Media,Acceso Ilegítimo,App Móvil,602882,Animi incidunt vero deleniti.
258,analista2,36023120580,2022-11-05,CASO-00258,Dolor dolores perferendis deserunt.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,144254,Eveniet inventore distinctio.
259,analista3,91936563044,2022-11-20,CASO-00259,Reprehenderit quas accusamus libero vitae.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,643154,Facilis ipsam commodi.
260,analista1,79745426104,2022-11-23,CASO-00260,Dolores tempora tenetur illum ipsam.,Pendiente,Alta,Ingeniería Social,App Móvil,935329,Vero voluptas eum aliquid.
261,analista1,71781237349,2022-11-25,CASO-00261,Eveniet accusamus vero excepturi perferendis.,En revisión,Alta,Acceso Ilegítimo,Correo Electrónico,95852,Nihil eligendi vel dolores.
262,analista3,17523843252,2022-11-26,CASO-00262,Magnam a recusandae minima saepe reprehenderit.,En revisión,Media,Transaccional,App Móvil,541340,Quidem a magni molestias.
263,analista3,8714614622,2022-11-09,CASO-00263,Quis occaecati odit repellat recusandae vitae.,Finalizado,Media,Transaccional,Banca Web,897660,Possimus quo reiciendis.
264,analista2,97264629913,2022-11-20,CASO-00264,Officiis eius maiores.,Pendiente,Media,Ingeniería Social,Banca Web,1077393,Esse sit enim quas vel.
265,analista1,46867263350,2022-11-04,CASO-00265,Fugit excepturi dolor quos eligendi.,Finalizado,Alta,Transaccional,Web Corporativa,424260,Perferendis ab itaque.
266,analista3,6331387879,2022-11-15,CASO-00266,Quas fuga assumenda aliquam totam expedita.,Pendiente,Alta,Ingeniería Social,App Móvil,889392,Adipisci cum sunt quisquam.
267,analista2,33669106718,2022-11-21,CASO-00267,Eveniet minima beatae tempora.,Pendiente,Media,Dispositivo Nuevo,Banca Web,1023525,Nulla minima illo odit.
268,analista1,33089384269,2022-11-06,CASO-00268,Labore deserunt ex.,Pendiente,Alta,Ingeniería Social,Banca Web,492523,At excepturi velit illo.
269,analista3,11276129414,2022-11-07,CASO-00269,Quaerat quae laboriosam.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,81637,Quia magnam id vel.
270,analista1,75418972209,2022-11-13,CASO-00270,Debitis et error.,Finalizado,Baja,Acceso Ilegítimo,App Móvil,692842,Eos eius magnam officia.
271,analista1,60053224947,2022-11-02,CASO-00271,Provident ullam incidunt.,Finalizado,Baja,Transaccional,Banca Web,450836,Maxime alias ratione eos.
272,analista2,47141117809,2022-11-28,CASO-00272,Repudiandae quas sint.,Finalizado,Alta,Ingeniería Social,Banca Web,812087,Ab ea natus tempore illum.
273,analista1,76963907982,2022-11-22,CASO-00273,Modi odit quidem commodi quo nam.,Pendiente,Alta,Dispositivo Nuevo,Correo Electrónico,1098158,A veniam quas.
274,analista2,86780921315,2022-11-11,CASO-00274,Dignissimos impedit minima veniam reprehenderit.,Pendiente,Baja,Ingeniería Social,App Móvil,214936,Est eveniet assumenda natus.
275,analista1,22217533285,2022-11-03,CASO-00275,Fugit veritatis quasi.,Pendiente,Media,Acceso Ilegítimo,App Móvil,214696,Aut nemo nulla error.
276,analista3,99056854710,2022-11-28,CASO-00276,Sit ipsa recusandae nulla culpa harum.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,219712,Sunt officia ad quas numquam.
